#
# conName	cFromPadded	cToPadded	cFromUnpadded	cToUnpadded	type	rName	rFromPadded	rToPadded	rFromUnpadded	rToUnpadded	comment
#
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2224	2254	2224	2254	HAF3	A00709:261:HT7NNDSX2:3:1607:11586:25629/1	36	66	36	66	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2255	2275	2255	2275	HAF5	A00709:261:HT7NNDSX2:3:1607:11586:25629/1	67	87	67	87	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2276	2292	2276	2292	HAF3	A00709:261:HT7NNDSX2:3:1607:11586:25629/1	88	104	88	104	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2293	2302	2293	2302	HAF5	A00709:261:HT7NNDSX2:3:1607:11586:25629/1	105	114	105	114	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2305	2337	2303	2335	HAF3	A00709:261:HT7NNDSX2:3:1607:11586:25629/1	117	149	115	147	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2338	2347	2336	2345	HAF5	A00709:261:HT7NNDSX2:3:1607:11586:25629/1	150	159	148	157	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2348	2381	2346	2379	HAF3	A00709:261:HT7NNDSX2:3:1607:11586:25629/1	160	193	158	191	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2386	2348	2384	2346	HAF3	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	0	38	0	38	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2347	2338	2345	2336	HAF5	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	39	48	39	48	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2337	2305	2335	2303	HAF3	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	49	81	49	81	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2302	2293	2302	2293	HAF5	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	84	93	82	91	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2292	2276	2292	2276	HAF3	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	94	110	92	108	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2275	2255	2275	2255	HAF5	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	111	131	109	129	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2254	2224	2254	2224	HAF3	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	132	162	130	160	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2223	2214	2223	2214	HAF5	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	163	172	161	170	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2213	2198	2213	2198	HAF3	A00709:261:HT7NNDSX2:3:1610:24641:1830/1	173	188	171	186	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2214	2223	2214	2223	HAF5	A00709:261:HT7NNDSX2:3:1608:7826:21840/1	0	9	0	9	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2224	2254	2224	2254	HAF3	A00709:261:HT7NNDSX2:3:1608:7826:21840/1	10	40	10	40	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2255	2275	2255	2275	HAF5	A00709:261:HT7NNDSX2:3:1608:7826:21840/1	41	61	41	61	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2276	2292	2276	2292	HAF3	A00709:261:HT7NNDSX2:3:1608:7826:21840/1	62	78	62	78	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2293	2302	2293	2302	HAF5	A00709:261:HT7NNDSX2:3:1608:7826:21840/1	79	88	79	88	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2305	2309	2303	2307	HAF3	A00709:261:HT7NNDSX2:3:1608:7826:21840/1	91	95	89	93	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2274	2292	2274	2292	HAF3	A00709:261:HT7NNDSX2:3:1610:16414:25567/1	0	18	0	18	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2293	2302	2293	2302	HAF5	A00709:261:HT7NNDSX2:3:1610:16414:25567/1	19	28	19	28	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2305	2337	2303	2335	HAF3	A00709:261:HT7NNDSX2:3:1610:16414:25567/1	31	63	29	61	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2338	2347	2336	2345	HAF5	A00709:261:HT7NNDSX2:3:1610:16414:25567/1	64	73	62	71	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2348	2380	2346	2378	HAF3	A00709:261:HT7NNDSX2:3:1610:16414:25567/1	74	106	72	104	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2381	2390	2379	2388	HAF5	A00709:261:HT7NNDSX2:3:1610:16414:25567/1	107	116	105	114	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2391	2394	2389	2392	HAF3	A00709:261:HT7NNDSX2:3:1610:16414:25567/1	117	120	115	118	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2279	2292	2279	2292	HAF3	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	0	13	0	13	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2293	2302	2293	2302	HAF5	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	14	23	14	23	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2305	2337	2303	2335	HAF3	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	26	58	24	56	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2338	2347	2336	2345	HAF5	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	59	68	57	66	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2348	2380	2346	2378	HAF3	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	69	101	67	99	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2381	2390	2379	2388	HAF5	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	102	111	100	109	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2391	2457	2389	2455	HAF3	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	112	178	110	176	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2458	2467	2456	2465	HAF4	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	179	188	177	186	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2468	2568	2466	2566	HAF3	A00709:261:HT7NNDSX2:3:1609:22788:28588/1	189	289	187	287	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2584	2468	2582	2466	HAF3	A00709:261:HT7NNDSX2:3:1609:20392:15984/1	0	116	0	116	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2467	2458	2465	2456	HAF4	A00709:261:HT7NNDSX2:3:1609:20392:15984/1	117	126	117	126	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2457	2391	2455	2389	HAF3	A00709:261:HT7NNDSX2:3:1609:20392:15984/1	127	193	127	193	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2390	2381	2388	2379	HAF5	A00709:261:HT7NNDSX2:3:1609:20392:15984/1	194	203	194	203	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2380	2348	2378	2346	HAF3	A00709:261:HT7NNDSX2:3:1609:20392:15984/1	204	236	204	236	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2347	2338	2345	2336	HAF5	A00709:261:HT7NNDSX2:3:1609:20392:15984/1	237	246	237	246	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2337	2335	2335	2333	HAF3	A00709:261:HT7NNDSX2:3:1609:20392:15984/1	247	249	247	249	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2509	2468	2507	2466	HAF3	A00709:261:HT7NNDSX2:3:1607:20943:19507/1	0	41	0	41	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2467	2458	2465	2456	HAF4	A00709:261:HT7NNDSX2:3:1607:20943:19507/1	42	51	42	51	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2457	2391	2455	2389	HAF3	A00709:261:HT7NNDSX2:3:1607:20943:19507/1	52	118	52	118	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2390	2381	2388	2379	HAF5	A00709:261:HT7NNDSX2:3:1607:20943:19507/1	119	128	119	128	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2380	2360	2378	2358	HAF3	A00709:261:HT7NNDSX2:3:1607:20943:19507/1	129	149	129	149	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2390	2457	2388	2455	HAF3	A00709:261:HT7NNDSX2:3:1608:11550:33207/1	0	67	0	67	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2458	2467	2456	2465	HAF4	A00709:261:HT7NNDSX2:3:1608:11550:33207/1	68	77	68	77	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	2468	2604	2466	2602	HAF3	A00709:261:HT7NNDSX2:3:1608:11550:33207/1	78	214	78	214	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3215	3167	3213	3165	HAF3	A00709:261:HT7NNDSX2:3:1608:19235:8375/1	0	48	0	48	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3166	3157	3164	3155	HAF4	A00709:261:HT7NNDSX2:3:1608:19235:8375/1	49	58	49	58	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3156	3156	3154	3154	HAF3	A00709:261:HT7NNDSX2:3:1608:19235:8375/1	59	59	59	59	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3155	3133	3153	3131	HAF5	A00709:261:HT7NNDSX2:3:1608:19235:8375/1	60	82	60	82	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3132	3130	3130	3128	HAF3	A00709:261:HT7NNDSX2:3:1608:19235:8375/1	83	85	83	85	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3173	3207	3171	3205	HAF3	A00709:261:HT7NNDSX2:3:1610:5954:34538/1	0	34	0	34	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3208	3217	3206	3215	HAF4	A00709:261:HT7NNDSX2:3:1610:5954:34538/1	35	44	35	44	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3218	3233	3216	3231	HAF3	A00709:261:HT7NNDSX2:3:1610:5954:34538/1	45	60	45	60	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3234	3247	3232	3245	HAF5	A00709:261:HT7NNDSX2:3:1610:5954:34538/1	61	74	61	74	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3248	3344	3246	3342	HAF3	A00709:261:HT7NNDSX2:3:1610:5954:34538/1	75	171	75	171	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3345	3354	3343	3352	HAF5	A00709:261:HT7NNDSX2:3:1610:5954:34538/1	172	181	172	181	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3355	3356	3353	3354	HAF3	A00709:261:HT7NNDSX2:3:1610:5954:34538/1	182	183	182	183	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3222	3233	3220	3231	HAF3	A00709:261:HT7NNDSX2:3:1610:25816:32268/1	0	11	0	11	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3234	3247	3232	3245	HAF5	A00709:261:HT7NNDSX2:3:1610:25816:32268/1	12	25	12	25	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3248	3344	3246	3342	HAF3	A00709:261:HT7NNDSX2:3:1610:25816:32268/1	26	122	26	122	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3345	3354	3343	3352	HAF5	A00709:261:HT7NNDSX2:3:1610:25816:32268/1	123	132	123	132	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3355	3355	3353	3353	HAF3	A00709:261:HT7NNDSX2:3:1610:25816:32268/1	133	133	133	133	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3356	3365	3354	3363	HAF5	A00709:261:HT7NNDSX2:3:1610:25816:32268/1	134	143	134	143	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3366	3379	3364	3377	HAF3	A00709:261:HT7NNDSX2:3:1610:25816:32268/1	144	157	144	157	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3228	3233	3226	3231	HAF3	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	0	5	0	5	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3234	3247	3232	3245	HAF5	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	6	19	6	19	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3248	3344	3246	3342	HAF3	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	20	116	20	116	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3345	3354	3343	3352	HAF5	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	117	126	117	126	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3355	3355	3353	3353	HAF3	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	127	127	127	127	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3356	3365	3354	3363	HAF5	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	128	137	128	137	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3366	3377	3364	3375	HAF3	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	138	149	138	149	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3378	3398	3376	3396	HAF5	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	150	170	150	170	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3399	3440	3397	3436	HAF3	A00709:261:HT7NNDSX2:3:1610:24822:10160/1	171	212	171	210	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3249	3344	3247	3342	HAF3	A00709:261:HT7NNDSX2:3:1610:11550:14074/1	0	95	0	95	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3345	3354	3343	3352	HAF5	A00709:261:HT7NNDSX2:3:1610:11550:14074/1	96	105	96	105	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3355	3355	3353	3353	HAF3	A00709:261:HT7NNDSX2:3:1610:11550:14074/1	106	106	106	106	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3356	3365	3354	3363	HAF5	A00709:261:HT7NNDSX2:3:1610:11550:14074/1	107	116	107	116	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3366	3371	3364	3369	HAF3	A00709:261:HT7NNDSX2:3:1610:11550:14074/1	117	122	117	122	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3480	3399	3474	3397	HAF3	A00709:261:HT7NNDSX2:3:1608:1660:9439/1	0	81	0	77	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3398	3378	3396	3376	HAF5	A00709:261:HT7NNDSX2:3:1608:1660:9439/1	82	102	78	98	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3377	3366	3375	3364	HAF3	A00709:261:HT7NNDSX2:3:1608:1660:9439/1	103	114	99	110	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3365	3356	3363	3354	HAF5	A00709:261:HT7NNDSX2:3:1608:1660:9439/1	115	124	111	120	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3355	3355	3353	3353	HAF3	A00709:261:HT7NNDSX2:3:1608:1660:9439/1	125	125	121	121	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3354	3345	3352	3343	HAF5	A00709:261:HT7NNDSX2:3:1608:1660:9439/1	126	135	122	131	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3344	3340	3342	3338	HAF3	A00709:261:HT7NNDSX2:3:1608:1660:9439/1	136	140	132	136	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3490	3390	3484	3388	HAF3	A00709:261:HT7NNDSX2:3:1609:17381:35383/1	0	100	0	96	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3490	3390	3484	3388	HAF3	A00709:261:HT7NNDSX2:3:1609:13711:34788/1	0	100	0	96	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3407	3525	3405	3519	HAF3	A00709:261:HT7NNDSX2:3:1608:17219:6136/1	10	128	10	127	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3526	3536	3520	3530	HAF5	A00709:261:HT7NNDSX2:3:1608:17219:6136/1	129	139	128	138	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3537	3582	3531	3576	HAF3	A00709:261:HT7NNDSX2:3:1608:17219:6136/1	140	185	139	184	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3583	3593	3577	3587	HAF5	A00709:261:HT7NNDSX2:3:1608:17219:6136/1	186	196	185	195	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3594	3595	3588	3589	HAF4	A00709:261:HT7NNDSX2:3:1608:17219:6136/1	197	198	196	197	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3596	3619	3590	3613	HAF3	A00709:261:HT7NNDSX2:3:1608:17219:6136/1	199	222	198	221	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3583	3537	3577	3531	HAF3	A00709:261:HT7NNDSX2:3:1609:5972:17691/1	0	46	0	46	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3536	3526	3530	3520	HAF5	A00709:261:HT7NNDSX2:3:1609:5972:17691/1	47	57	47	57	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3525	3415	3519	3413	HAF3	A00709:261:HT7NNDSX2:3:1609:5972:17691/1	58	168	58	164	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3702	3596	3696	3590	HAF3	A00709:261:HT7NNDSX2:3:1610:29215:19304/1	0	106	0	106	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3595	3594	3589	3588	HAF4	A00709:261:HT7NNDSX2:3:1610:29215:19304/1	107	108	107	108	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3593	3583	3587	3577	HAF5	A00709:261:HT7NNDSX2:3:1610:29215:19304/1	109	119	109	119	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3582	3537	3576	3531	HAF3	A00709:261:HT7NNDSX2:3:1610:29215:19304/1	120	165	120	165	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3536	3526	3530	3520	HAF5	A00709:261:HT7NNDSX2:3:1610:29215:19304/1	166	176	166	176	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3524	3503	3518	3497	HAF3	A00709:261:HT7NNDSX2:3:1610:29215:19304/1	178	199	178	199	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3503	3525	3497	3519	HAF3	A00709:261:HT7NNDSX2:3:1607:2736:30185/1	0	22	0	22	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3526	3536	3520	3530	HAF5	A00709:261:HT7NNDSX2:3:1607:2736:30185/1	23	33	23	33	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3537	3582	3531	3576	HAF3	A00709:261:HT7NNDSX2:3:1607:2736:30185/1	34	79	34	79	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3583	3593	3577	3587	HAF5	A00709:261:HT7NNDSX2:3:1607:2736:30185/1	80	90	80	90	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3594	3595	3588	3589	HAF4	A00709:261:HT7NNDSX2:3:1607:2736:30185/1	91	92	91	92	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3596	3676	3590	3670	HAF3	A00709:261:HT7NNDSX2:3:1607:2736:30185/1	93	173	93	173	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3719	3707	3713	3701	HAF3	A00709:261:HT7NNDSX2:3:1607:5385:17769/1	0	12	0	12	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3706	3697	3700	3691	HAF5	A00709:261:HT7NNDSX2:3:1607:5385:17769/1	13	22	13	22	
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	3696	3596	3690	3590	HAF3	A00709:261:HT7NNDSX2:3:1607:5385:17769/1	23	123	23	123	
