#
# contig_name	read_name
#
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1611:14109:6449/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:21893:2895/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:13304:7592/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:25916:18599/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:7392:31829/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:24062:23876/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:5132:32612/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:4915:33364/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:5665:11647/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:12038:3302/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:9570:9361/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:12147:20838/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:13268:12007/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:19732:31187/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:18656:30639/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:11279:27821/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:20491:14747/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:22399:15577/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:19642:13620/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:14733:16955/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:24813:10457/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:30020:22827/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:6659:13182/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:23538:28823/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:15935:11804/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:2230:15718/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:5348:36464/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:22200:18865/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:2745:24565/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:2573:18975/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:10646:29074/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:4472:30686/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:3983:30874/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:2049:6543/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:9570:18474/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:15266:5635/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:14416:3474/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:18457:7686/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:23954:5306/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:3577:31610/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1611:30337:10410/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:2058:28166/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:27218:36542/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:8585:13980/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1611:3857:3223/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:25500:21825/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:8241:27477/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:8793:29121/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:25554:27492/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:25518:27336/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:13593:14575/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:14931:34272/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:2510:27195/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:24912:8343/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:7247:33927/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:5647:34538/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:15763:13260/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:22625:23923/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:29469:8782/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:30716:8625/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:9914:34757/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1611:3803:7607/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:26377:34021/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:6723:16517/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:1877:18897/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:11641:23375/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:9399:20087/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:18882:26115/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:11966:4805/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:19705:19836/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:19940:30013/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:12816:20932/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:10113:22106/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:1506:17378/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:21007:4022/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:14642:21746/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:2049:11021/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:10068:30733/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:3305:6715/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:18457:33113/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:4426:14888/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:8305:2503/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:26124:23876/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:24442:19398/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:15745:31172/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:12924:32362/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:26992:34835/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:6054:1110/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:15465:32753/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:16297:13526/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:20654:19758/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:3730:9831/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:10050:31422/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:17472:21793/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:19397:12759/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:2338:2879/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:23330:20603/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:1678:17394/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:2419:30953/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:16269:16924/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:25644:5008/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:5638:8500/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:15275:5087/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:4978:16031/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:3251:4523/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:29496:11835/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:12328:32831/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:14787:4492/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1607:2763:32174/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:4779:25739/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:4119:26099/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:14470:31375/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:17743:27586/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1610:26594:11381/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:10556:34898/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:10673:35102/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1608:27362:36636/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:27398:7044/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:11975:36041/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:29071:28855/1
NC_041068.1_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	A00709:261:HT7NNDSX2:3:1609:28709:23375/1
